Concept;Label;Language
https://kg.clinia.dev/taxo/default/HealthServices#48c9bff7-0aaf-43a7-8e6f-90cfc12435b4;Electronic prescribing;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#77a2fcb8-d943-4576-ae6d-cc61126d3a37;Electronystagmography;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#17d95aaa-6bc8-400f-a607-c665988f132d;Electrooculography;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#19968d94-ac65-446e-ad9a-f6dab9b5ace2;Electrophysiologic audiometry;en
https://kg.clinia.dev/taxo/default/Disciplines#9a972c09-53e4-495a-b278-66ebc6bb5b7a;Electrophysiology;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#b16da293-7736-42e3-8de1-27326e5341b5;Electrophysiology study;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#e0af7fca-1b96-4667-a691-09fdc9c80454;Electroretinography;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#fccb7f64-3f03-4288-b3c8-ff5e007fee7a;Electrosurgery;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#856cf9bf-107f-40b5-94d1-eee62ed6f534;Electrotherapy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#728a9bbe-b50d-4322-a1f2-15ac3c2f90c7;Elephantiasis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#736bbeef-ecec-4aca-b261-2f4b151b37fd;Elevated blood pressure;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#cabdeef5-ae56-4008-a742-90efc6414bcd;Elevated cholesterol;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#31da1c39-6ee9-440e-9678-b0c1930a0ce8;Elimination disorders;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#49985225-a06b-4f89-8c6e-93971fe26e04;Emaciation;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#34cc50c0-ffa4-496b-aee7-97145d4b899c;Embolectomy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#5e54f022-5b3e-4dbd-b54e-3c7d6850827c;Embolism;en
https://kg.clinia.dev/taxo/default/Anatomy#b15779d1-da29-4d81-a3f5-6da3f9d1f46d;Embryo;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#c6b19fe2-545c-4a57-bcc8-2aacb9f042e3;Embryo transfert;en
https://kg.clinia.dev/taxo/default/Anatomy#99919256-af45-4f4f-977a-439bcc474a2c;Embryonic structures;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#c6b960ed-71fe-4d50-9b7f-e2c69bd3dd8b;Embryoscopy;en
https://kg.clinia.dev/taxo/default/HealthFacilities#da4b407c-6463-43bd-9033-20da797265aa;Emerg;en
https://kg.clinia.dev/taxo/default/HealthFacilities#da4b407c-6463-43bd-9033-20da797265aa;Emergency;en
https://kg.clinia.dev/taxo/default/HealthFacilities#c4fbee9a-a442-4968-bf2d-ceb75175dfa9;Emergency accomodation;en
https://kg.clinia.dev/taxo/default/HealthFacilities#da4b407c-6463-43bd-9033-20da797265aa;Emergency care center;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#2b7611b0-9531-47f9-9bca-564dd95c8260;Emergency contraception;en
https://kg.clinia.dev/taxo/default/HealthFacilities#da4b407c-6463-43bd-9033-20da797265aa;Emergency department;en
https://kg.clinia.dev/taxo/default/Professionals#91b8ed99-8298-4534-b94d-819b5dcd8242;Emergency doctor;en
https://kg.clinia.dev/taxo/default/HealthServices#ae462ba2-2afe-4b32-9461-c223bbf8221d;Emergency family doctor;en
https://kg.clinia.dev/taxo/default/HealthServices#ae462ba2-2afe-4b32-9461-c223bbf8221d;Emergency family medicine;en
https://kg.clinia.dev/taxo/default/HealthFacilities#c4fbee9a-a442-4968-bf2d-ceb75175dfa9;Emergency housing;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#af9e4405-cae6-43f8-8df9-2dd5bb7be428;Emergency local transportation;en
https://kg.clinia.dev/taxo/default/HealthServices#af9e4405-cae6-43f8-8df9-2dd5bb7be428;Emergency local transportation for victims of domestic violence;en
https://kg.clinia.dev/taxo/default/HealthServices#ae462ba2-2afe-4b32-9461-c223bbf8221d;Emergency medical consultation;en
https://kg.clinia.dev/taxo/default/Disciplines#90e64841-e888-4692-80a9-e6a35a725e94;Emergency medical services;en
https://kg.clinia.dev/taxo/default/Professionals#c4cd6e59-6562-4fce-b6eb-289849cf2ff9;Emergency medical technician;en
https://kg.clinia.dev/taxo/default/Disciplines#36775a1b-48ce-44c4-9a0a-a5697e48adb6;Emergency medicine;en
https://kg.clinia.dev/taxo/default/Professionals#91b8ed99-8298-4534-b94d-819b5dcd8242;Emergency medicine specialist;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#60a1f3b6-87cc-45fb-a093-3fefc673b32e;Emergency mental health;en
https://kg.clinia.dev/taxo/default/Professionals#61fa3c20-e92f-4025-ac8f-682c5d2afdb4;Emergency nurse;en
https://kg.clinia.dev/taxo/default/Professionals#91b8ed99-8298-4534-b94d-819b5dcd8242;Emergency physician;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d180cef8-f97c-4b96-8f16-a657eeb3c60f;Emergency psychiatric evaluation;en
https://kg.clinia.dev/taxo/default/Disciplines#2b37b9f7-1530-4b8b-907b-2824dd385be5;Emergency psychiatry;en
https://kg.clinia.dev/taxo/default/HealthFacilities#1eafc5c7-c69a-4357-bf73-3c53ed7148f5;Emergency respite;en
https://kg.clinia.dev/taxo/default/HealthFacilities#da4b407c-6463-43bd-9033-20da797265aa;Emergency room;en
https://kg.clinia.dev/taxo/default/HealthServices#64248380-e62b-4f9b-a730-f8f25cceabf2;Emergency services;en
https://kg.clinia.dev/taxo/default/HealthFacilities#da4b407c-6463-43bd-9033-20da797265aa;Emergency ward;en
https://kg.clinia.dev/taxo/default/Professionals#91b8ed99-8298-4534-b94d-819b5dcd8242;Emergentologist;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#d4d714aa-ac41-439c-81ea-add6d56f8ce3;Emesis;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#e97b87ad-d81c-4f55-a0af-51f927e18f42;Emission-computed tomography;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#ef1b28d8-a3dd-4583-9cc1-02707c2ef4ce;Emmetropia;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#83809639-ba2a-49a8-a8ed-463b4b6a4c7e;Emollient cream application;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#83809639-ba2a-49a8-a8ed-463b4b6a4c7e;Emollient skin treatment;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#9706376d-19ca-44a2-aa72-92f0661bc287;Emotion-focused therapy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#6173c7d9-4a65-4651-a8e9-32b2e67f7758;Emotional abuse;en
https://kg.clinia.dev/taxo/default/Populations#51e83b7d-42cf-482c-a2a2-0f129185d234;Emotional abuse victim;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#f1308699-4df2-4ab5-8c87-1eb9f694796a;Emotional adaptation;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#f1308699-4df2-4ab5-8c87-1eb9f694796a;Emotional adjustment;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#fa689f53-0c84-4e1c-bcc4-870f1348ae25;Emotional dependency;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#5361bd5b-1ac3-450d-b2c2-0c5893fff731;Emotional distress;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#f158492b-6d2d-4d1f-bfd7-529d70b92b50;Emotional disturbance;en
https://kg.clinia.dev/taxo/default/Populations#248727a6-8430-4142-8c6a-042bc2b7776e;Emotional trauma victim;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#9706376d-19ca-44a2-aa72-92f0661bc287;Emotionally focused therapy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#e6c6181c-cdc5-4b35-9327-5689545cad43;Emotions;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#61d531c1-ea9b-4562-aceb-5d49e1baa932;Employee assistance program;en
https://kg.clinia.dev/taxo/default/Populations#8e91e48b-25a6-4810-8b3b-2e6af84d37c8;Employee assistance program beneficiary;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#89007acb-93bd-44cc-b6f5-160083128ee1;Employer/employee relationship;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#d8858ff1-cbf9-4dfb-96cf-46b413d808dc;Employment;en
https://kg.clinia.dev/taxo/default/HealthServices#717f8263-57c5-4d00-bed2-2f4bc9c376c7;Employment assistance;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#3c1c6786-5f7f-4966-9386-86e43a13407e;Employment insurance;en
https://kg.clinia.dev/taxo/default/HealthServices#717f8263-57c5-4d00-bed2-2f4bc9c376c7;Employment re-entry assistance;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#f5502054-67e8-42f8-a0ea-ebdfb6876c2b;Empowerment;en
https://kg.clinia.dev/taxo/default/Anatomy#5f281566-3108-4bb4-b997-8199e106b868;Enamel;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#3f7230d8-005a-48ff-8645-25e099436cde;Enamel matrix derivative;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#6da359ba-5a22-4317-9d20-23b39e71dcda;Encephalitides;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#6da359ba-5a22-4317-9d20-23b39e71dcda;Encephalitis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#9f4f8d07-7b1e-4d08-ad38-a87c5295a4c7;Encephalocele;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#119c497c-3419-4a5d-bca8-d36c7afdd181;Encopresis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#119c497c-3419-4a5d-bca8-d36c7afdd181;Encopresis disorder;en
https://kg.clinia.dev/taxo/default/Populations#34b2e871-878f-45c2-8754-1f7c8b960583;End of life;en
https://kg.clinia.dev/taxo/default/HealthServices#a2f41405-bee2-46c4-8971-c1fbc9609da2;End of life doula;en
https://kg.clinia.dev/taxo/default/Professionals#a2f41405-bee2-46c4-8971-c1fbc9609da2;End of life doula;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#52b7d455-893a-4c46-896c-8265ed89d7cd;Endarterectomy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#296a8326-b66b-4802-a2b1-ff5eab4fc512;Endermologie;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#296a8326-b66b-4802-a2b1-ff5eab4fc512;Endermology;en
https://kg.clinia.dev/taxo/default/Anatomy#43699828-9c68-468c-a5ce-396c696456c0;Endocardial cushions;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#e81eb253-1935-419f-a4cd-39bb40347a34;Endocarditis;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#731728a1-5fc5-46d9-b77b-ae0f76a5a8a7;Endocarditis diagnosis;en
https://kg.clinia.dev/taxo/default/Anatomy#d16739b1-10f3-497b-b6a8-6b135daa2045;Endocardium;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#5f53426f-2ba6-4dde-8a4d-cda01d8d79d4;Endocrine MRI;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#3fb55088-c0dc-437e-a6d6-84648ac08a23;Endocrine PET;en
https://kg.clinia.dev/taxo/default/Anatomy#298219d2-5070-4491-b6e0-ed3510ba33f0;Endocrine Pancreas;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#f7dae659-7bd9-47dc-a42f-ed6f23940e00;Endocrine biopsy;en
https://kg.clinia.dev/taxo/default/Anatomy#8d31358d-b0bc-4031-b04b-18f9334d22fe;Endocrine cells;en
https://kg.clinia.dev/taxo/default/Anatomy#7c727909-a7dd-41ec-80ec-cb25cb5116b8;Endocrine gland;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#a2fccae4-56af-4c4e-a569-d46f9572810c;Endocrine imaging;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#b9bf126a-888c-41ab-adac-a926c42be364;Endocrine scintigraphy;en
https://kg.clinia.dev/taxo/default/Disciplines#5d4f0586-9d12-45ef-adf9-5fa82a0906b8;Endocrine surgery;en
https://kg.clinia.dev/taxo/default/Anatomy#75592d6b-c23c-4cff-8f84-28f278b4348e;Endocrine system;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#262fc83c-691c-4368-8799-8956cc914a5c;Endocrine therapy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#92951d73-601a-497a-9c51-53af6d0704f7;Endocrine ultrasound;en
https://kg.clinia.dev/taxo/default/Professionals#a644001f-a15b-4787-8e6a-938c5c2c72d4;Endocrinologist;en
https://kg.clinia.dev/taxo/default/Disciplines#d28268ea-2000-4aca-ab06-351546a77c5e;Endocrinology;en
https://kg.clinia.dev/taxo/default/HealthFacilities#cb23d4f1-50f9-480b-8a41-e58733c3d961;Endocrinology and metabolism department;en
https://kg.clinia.dev/taxo/default/HealthFacilities#cb23d4f1-50f9-480b-8a41-e58733c3d961;Endocrinology and metabolism unit;en
https://kg.clinia.dev/taxo/default/Disciplines#ec1f322e-cb17-4d1e-a9fe-037159b86791;Endodontia;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#f116c37b-8529-41de-bf89-4309f9b1230d;Endodontic reprocessing;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#0daaf10e-7f7c-48b0-9fef-176d7d63a22e;Endodontic treatment of primary teeth;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#1e1afca1-0346-48d9-a7e0-c41d03ada205;Endodontic treatment of primary teeth for kids;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#03651e25-e069-428a-bb96-73cb19d60e12;EndodonticSP;en
https://kg.clinia.dev/taxo/default/Disciplines#ec1f322e-cb17-4d1e-a9fe-037159b86791;Endodontics;en
https://kg.clinia.dev/taxo/default/HealthFacilities#6a85da76-f934-475c-9d34-a59cb9654fda;Endodontics clinic;en
https://kg.clinia.dev/taxo/default/HealthServices#ee6d5716-b19c-4c08-be14-38ac241a8261;Endodontics services;en
https://kg.clinia.dev/taxo/default/Professionals#a88c20bc-02e4-4dc2-8c7e-6e3e9f4306fa;Endodontist;en
https://kg.clinia.dev/taxo/default/Disciplines#ec1f322e-cb17-4d1e-a9fe-037159b86791;Endodontology   ;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#7a1cab12-9472-477d-9469-9e3bb6ab4b83;Endogenous depression;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d3972172-1b49-43fa-b9fb-ca7dec0ec706;Endometrial Biopsy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#8aed4637-057f-474d-ac57-68aaa3bd7891;Endometrial ablation;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#29bcfc8a-8ae8-4f5f-ba4e-5cc300c29d00;Endometrial cancer;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#29bcfc8a-8ae8-4f5f-ba4e-5cc300c29d00;Endometrial endoplasm;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#60f8d92e-c20a-4b1e-8fbb-43781352da84;Endometrial hyperplasia;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d3972172-1b49-43fa-b9fb-ca7dec0ec706;Endometrial sampling;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#897940b5-41dc-462c-bddc-1215095cd0e4;Endometrioid adenocarcinoma;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#897940b5-41dc-462c-bddc-1215095cd0e4;Endometrioid carcinoma;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#26a2b382-e944-4f9a-93be-a9c4d6457630;Endometrioma;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#47e24bd1-c38c-4dfe-bb83-68a9c9dff76b;Endometrioma;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#26a2b382-e944-4f9a-93be-a9c4d6457630;Endometriosis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#47e24bd1-c38c-4dfe-bb83-68a9c9dff76b;Endometriosis of ovary;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#bd5b474f-b9bc-41f8-9694-668decb3217d;Endometritis;en
https://kg.clinia.dev/taxo/default/Anatomy#7cc27d4e-4e12-4066-8553-876addf161a8;Endometrium;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#29bcfc8a-8ae8-4f5f-ba4e-5cc300c29d00;Endometrium cancer;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#bd5b474f-b9bc-41f8-9694-668decb3217d;Endomyometritis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#43c9058b-3521-4218-8354-600fe4bcb013;Endophthalmitis;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#cc450295-ccac-4920-90b9-1051b9e06685;Endorectal ultrasound;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#e9a090dd-b75d-4c34-845f-883cd30384ec;Endoscopic biopsy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#6674d3f6-fab1-4ff2-b0a4-c930aed9877c;Endoscopic full thickness resection;en
https://kg.clinia.dev/taxo/default/Disciplines#0f69cddb-f173-4a32-bef7-02a1a249f69e;Endoscopic gynecology surgery;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#6674d3f6-fab1-4ff2-b0a4-c930aed9877c;Endoscopic mucosal resection;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#395bfa52-59af-489e-a7ad-942242127582;Endoscopic sphincterotomy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#8cf3502f-9fa4-44ec-ba89-ea095ff2a59e;Endoscopic thoracic sympathectomy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d598e809-4462-4d98-9363-ad396443b377;Endoscopic ultrasound;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#682d504d-b7fb-43c8-a05b-543ba4e29129;Endoscopic ultrasound guided fine needle aspiration;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#7fbbd8b3-0a8d-4220-ae47-ca1dfd1de613;Endoscopy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d598e809-4462-4d98-9363-ad396443b377;Endosonography;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#3b02de10-b195-42fe-bb29-e79deb56a358;Endosseous dental implantation;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#24b62c56-a4a0-4a4c-a89b-4bc2184d31ae;Endothelial function test;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#aaafce4c-39cc-4e74-b0e6-59f8659e2050;Endovaginal ultrasound;en
https://kg.clinia.dev/taxo/default/Disciplines#dfaa621a-bdfd-46dc-a195-56f2c5e526ee;Endovascular neurosurgery;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#79b2ab65-dd63-44bd-8ca5-62177cff9fc8;Endovascular procedure;en
https://kg.clinia.dev/taxo/default/Professionals#2d90a2f4-55ae-4207-a0c8-abcded3be738;Endovascular surgeon;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#79b2ab65-dd63-44bd-8ca5-62177cff9fc8;Endovascular surgery;en
https://kg.clinia.dev/taxo/default/Disciplines#dfaa621a-bdfd-46dc-a195-56f2c5e526ee;Endovascular surgical neuroradiology;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#a91894a3-3756-4def-b202-79d07629780a;Endovenous ablation;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#a1344a9c-0c5b-4cef-a30c-bc1244abe901;Endovenous laser therapy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#a1344a9c-0c5b-4cef-a30c-bc1244abe901;Endovenous laser treatment;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#53d9a54a-2253-4e30-8aa0-ff1fa6371dd6;Endurance training;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#8127a786-53dd-4d23-b072-674a0b352fc1;Energy drink overdose;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#c68338c2-e9c8-4ba5-a438-1dfbfa89ab67;Enlarged liver;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#77e6791c-854b-476a-a750-2aba33577981;Enteral feeding tube;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#bcd4d855-52ae-43e2-81e6-09c98d5ace8c;Enteritis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#2c1c8d9e-06b6-4300-ab4c-f0fb4156a19e;Enterobiasis;en
https://kg.clinia.dev/taxo/default/Anatomy#e62e4443-b88b-4739-a200-e4a98f79a6bb;Enterochromaffin cells;en
https://kg.clinia.dev/taxo/default/Anatomy#a03183f1-1957-4003-a67e-e5baf7939bc2;Enterochromaffin-like cells;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#0aeeb6e7-1075-4a17-b095-d01e0d24b33a;Enterocolitis;en
https://kg.clinia.dev/taxo/default/Anatomy#a22b7e98-485a-4a5a-bc76-1e43217552bd;Enteroendocrine cells;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#0a95403e-8ec1-47d1-bce3-bcf9fa52b38b;Enterostomy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#f230f2ed-e021-40b3-b43a-cce774e01d43;Enuresis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#935c9102-e0d2-4837-a74b-39336544464b;Environment hazards;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#23df919d-111f-46e6-9254-8650f631a79d;Environmental allergies testing;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#23df919d-111f-46e6-9254-8650f631a79d;Environmental allergy test;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#5794f2ee-77e1-43d9-b65f-f69db95288f8;Environmental illness;en
https://kg.clinia.dev/taxo/default/Disciplines#6989c4fd-4f2b-474f-af5c-f838d6a7ce35;Environmental medicine;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#a9917fe7-99c0-464b-a0cc-21e73b17f0dc;Environmental pollution;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#07dea24a-7cf9-4e24-b82a-9e202e590819;Enzyme-linked immunosorbent assay;en
https://kg.clinia.dev/taxo/default/Anatomy#c5958efd-5979-410e-9073-8027bab62d20;Ependyma;en
https://kg.clinia.dev/taxo/default/Professionals#5dcbcb1f-c79b-418a-aa8f-8269e948e598;Epidemiologist;en
https://kg.clinia.dev/taxo/default/Disciplines#5b74c3a7-e720-4b76-a5a3-434b52ba4995;Epidemiology;en
https://kg.clinia.dev/taxo/default/Anatomy#c918b637-aeda-48b0-998a-a0e3a5b109b7;Epidermal cell;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#f9f8e089-ca91-4018-b118-783606d24e61;Epidermal cyst;en
https://kg.clinia.dev/taxo/default/Anatomy#af9cc894-9e63-45c7-a1a5-7dcc129bc891;Epidermis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#c5657ee8-f530-4093-b202-d9c5826a45c8;Epidermoid carcinoma;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#f9f8e089-ca91-4018-b118-783606d24e61;Epidermoid cyst;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#c047f126-9f6d-4213-ac5b-68e5cd716b5e;Epididymectomy;en
https://kg.clinia.dev/taxo/default/Anatomy#a8f47552-a8b0-455d-8c90-622b1050a15a;Epididymis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#bbdd6a5e-c1b9-4467-b104-245f9f2277a9;Epididymitis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#fc6e0d3d-7ce8-4154-99fa-a2f4698ced95;Epididymo-orchitis;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#57dd647b-6075-4643-8507-4cb90c26cd9f;Epidural;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#57dd647b-6075-4643-8507-4cb90c26cd9f;Epidural anaesthesia;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#57dd647b-6075-4643-8507-4cb90c26cd9f;Epidural anesthesia;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#75ef68fe-dd36-4a7e-b09b-26873dacca11;Epidural blood patch;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#3aaaf959-f00d-4e08-8f59-667b1d2df238;Epidural injection;en
https://kg.clinia.dev/taxo/default/Anatomy#77f20bdd-192a-46dc-9bb4-9488e63c6b66;Epidural space;en
https://kg.clinia.dev/taxo/default/Anatomy#f43ed0bf-e5a1-42b9-a27f-b98511612d02;Epiglottis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#19b643ae-89e2-49db-a1cf-49b8ed775621;Epilepsy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#c4ea008e-828e-46da-90c3-b168e96c260c;Epileptic seizure;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#e318f541-080f-4f4a-be83-4c5fdb4625d8;Epinephrine;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#310eaaaf-46f8-458b-b70c-eb470a468ae8;Epiphora;en
https://kg.clinia.dev/taxo/default/Anatomy#c0cb7a4b-5f06-451a-955a-175a864ae8d9;Epiphyses;en
https://kg.clinia.dev/taxo/default/Anatomy#e3fe2ec7-7873-4861-aea3-46f48e62e300;Epiphysis cerebri;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#04ff1e3e-a2fd-4773-87c2-0f42bda3c55d;Episiotomy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#5a3d7c92-1567-4f8a-b2f6-de7a290ad8ab;Episodic memory;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#d64dcf65-c0df-47b9-b7f0-5f58214ef2bb;Epispadias;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#1c840df8-ae86-419f-8e93-680cb1bda219;Epistaxis;en
https://kg.clinia.dev/taxo/default/Anatomy#078a14bc-f0fb-453b-956f-7ace54356913;Epistropheus;en
https://kg.clinia.dev/taxo/default/Anatomy#8b69dfcb-243c-411c-adee-2a569ef93fbe;Epithalamus;en
https://kg.clinia.dev/taxo/default/Anatomy#af104113-d625-4493-bd52-90d6a6d8f8ed;Epithelial attachment;en
https://kg.clinia.dev/taxo/default/Anatomy#b5c18164-e249-44f9-9a79-d4c51ffdd44e;Epithelial cells;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#f1bc545b-51c3-410c-adc4-105562e879f1;Epithelial ovarian cancer;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#28e6e786-badb-446f-acab-4f5edaeec96f;Epley maneuver;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#4fd6c955-9956-4037-8457-114eb73b7a5c;Epoetin Alfa;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#80c955cf-5bf9-4079-ab46-374df99fb1ac;Epstein-Barr virus infection;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#ec491cb6-0a49-492f-a3b0-8e2502037aee;Equilibrium radionuclide angiocardiography;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#2ff15d9e-ca7a-47c2-ae37-33b2a5da0960;Erbium laser;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#6d84bb9c-86e6-47bf-97c4-0acb1c50c6c0;Erectile dysfunction;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#a4d7406b-1fb5-4290-8789-d1218b0c7357;Ergonomic assessment;en
